variant,layer,neuron_index,entered_via,also_in,n_methods_at_N,selection_step,rank_siren,rank_yang_harmfulness,rank_wang_robust,rank_zhao_topk,percentile_siren,percentile_yang_harmfulness,percentile_wang_robust,percentile_zhao_topk,consensus_score
quota,8,8632,siren,,1,349,96,307598,447648,209303,0.0002070840172555482,0.6705097100605776,0.9757951481304673,0.4562431471539027,0.5256887723405508
quota,31,260,yang_harmfulness,,1,350,4975,96,438267,2132,0.010842483177148388,0.0002070840172555482,0.9553461463844221,0.004645221481806034,0.242760233765158
quota,20,9928,wang_robust,siren,2,351,181,116988,108,32260,0.00039236971690524925,0.2550119781755244,0.00023324199838256482,0.07031919276470242,0.08148919566387866
quota,29,14165,zhao_topk,,1,352,11866,3421,380663,90,0.02586370383933768,0.007455024621199736,0.8297791176477,0.0001940050266920399,0.21582296278373236
quota,3,7005,siren,,1,353,97,324192,4826,354736,0.00020926384901613293,0.7066818382957203,0.010517688244821265,0.7732626195910199,0.3726678524951444
quota,31,5144,yang_harmfulness,,1,354,8905,97,318854,15361,0.01940922199624633,0.00020926384901613293,0.6950458963577191,0.03348221584258127,0.1870366495113907
quota,2,13712,wang_robust,,1,355,1187,371041,109,172482,0.0025852804680534754,0.8088047764473538,0.00023542183014314954,0.3759795618974128,0.2969012601607408
quota,30,9485,zhao_topk,wang_robust,2,356,14058,20065,431,91,0.03064189505853938,0.04373614444437178,0.0009373276570514287,0.00019618485845262462,0.018877888004603806
quota,13,13879,siren,,1,357,98,7815,721,351211,0.00021144368077671765,0.017033205377208985,0.001569478867620997,0.7655787126349588,0.19609821014014137
quota,31,4160,yang_harmfulness,wang_robust,2,358,16514,98,209,802,0.03599556186253545,0.00021144368077671765,0.00045340500620162134,0.0017460452402283592,0.009601613947435536
quota,31,3646,wang_robust,yang_harmfulness,2,359,2367,152,110,4824,0.005157481945543443,0.00032915459584829243,0.00023760166190373426,0.010513328581300095,0.004059391696148891
quota,20,8083,zhao_topk,wang_robust,2,360,6943,8417,212,93,0.015132392081979112,0.018345464097080988,0.0004599445014833755,0.00020054452197379406,0.008534586300629317
quota,5,11491,siren,,1,361,99,203102,421262,336255,0.00021362351253730236,0.4427260104065168,0.9182781072956789,0.7329771488236538,0.5235487225095967
quota,31,3616,yang_harmfulness,,1,362,6874,99,237083,2761,0.014981983690498767,0.00021362351253730236,0.5167988734629462,0.006016335659213822,0.134502704081299
quota,30,3700,wang_robust,zhao_topk,2,363,9547,767,111,400,0.02080867398654172,0.001669751128607894,0.00023978149366431898,0.0008697528724733025,0.0058969898703218095
quota,31,13943,zhao_topk,,1,364,132787,14739,348132,94,0.2894511401610024,0.03212636048749758,0.7588670106441184,0.00020272435373437878,0.2701618089115882
quota,14,1559,siren,wang_robust,2,365,100,3361,144,432378,0.00021580334429788708,0.0073242347155646524,0.0003117159417636147,0.9425091171463387,0.23759021778699121
quota,31,11541,yang_harmfulness,,1,366,12068,100,426367,579,0.026304029854975795,0.00021580334429788708,0.9294061484334639,0.001259942757617967,0.2392964810975889
quota,31,7278,wang_robust,yang_harmfulness,2,367,7850,188,114,3541,0.017109499488829453,0.00040762853922934227,0.00024632098894607316,0.007716604432469902,0.006370013362368692
quota,4,10275,zhao_topk,wang_robust,2,368,4668,131910,228,95,0.010173274826648879,0.28753942770696955,0.000494821809652731,0.0002049041854949635,0.07460310713219152
quota,31,5542,siren,,1,369,101,2221,7868,2808,0.0002179831760584718,0.004839226508498074,0.017148736460519978,0.006118787751961304,0.007081183474259457
quota,31,13933,yang_harmfulness,,1,370,24987,101,381281,1917,0.05446527636996976,0.0002179831760584718,0.8311262536757413,0.00417655765328032,0.22249651771876247
quota,31,2223,wang_robust,,1,371,10909,713,115,4597,0.023777604844458105,0.0015520402135363192,0.0002485008207066579,0.010018506771647364,0.008899163162587112
quota,12,1559,zhao_topk,,1,372,47188,1138,8313,96,0.10285972128671109,0.0024784687117848244,0.018118761593980178,0.0002070840172555482,0.03091600890243291
quota,15,1832,siren,,1,373,102,348311,457848,112459,0.00022016300781905652,0.7592572005292632,0.9980294320884314,0.24513952013183624,0.5006615789393375
quota,31,11695,yang_harmfulness,wang_robust,2,374,2964,102,149,1315,0.00645884150661252,0.00022016300781905652,0.0003226151005665383,0.0028642989334083198,0.002466479637101609
quota,30,12016,wang_robust,yang_harmfulness,2,375,1147,218,116,582,0.0024980871976300867,0.0004730234920468838,0.0002506806524672426,0.0012664822528997211,0.0011220683987609836
quota,15,1394,zhao_topk,,1,376,21921,219109,13090,97,0.04778191219201702,0.4776185773981964,0.028531817914293375,0.00020926384901613293,0.13853539283838073
quota,11,5737,siren,,1,377,103,50150,553,6376,0.00022234283957964124,0.10931638296156303,0.0012032671318427644,0.013896427473727577,0.031159605101678253
quota,31,3548,yang_harmfulness,wang_robust,2,378,16146,103,216,2517,0.03519338377464027,0.00022234283957964124,0.00046866382852571437,0.00548445670963115,0.010342211788094195
quota,30,1969,wang_robust,zhao_topk,2,379,13454,22329,117,189,0.02932527667514621,0.048671283550335585,0.0002528604842278273,0.000409808370989927,0.01966480727017489
quota,3,4283,zhao_topk,,1,380,169439,362476,12269,98,0.36934633384995347,0.7901345174179457,0.026742176038853323,0.00021144368077671765,0.2966086177468823
quota,0,12242,siren,,1,381,104,363094,583,39851,0.00022452267134022595,0.7914816534459871,0.001268662084660306,0.08686629565930101,0.21996028346532215
quota,31,2958,yang_harmfulness,,1,382,15899,104,21095,2468,0.03465496532977585,0.00022452267134022595,0.045981371157774044,0.005377644953362499,0.021559626028063154
quota,1,5410,wang_robust,siren,2,383,389,234099,118,1863,0.0008457747231068706,0.5102942554893614,0.00025504031598841203,0.004058846738208745,0.12886347931666636
quota,21,713,zhao_topk,wang_robust,2,384,9908,171873,217,99,0.021595593252112803,0.37465204435521665,0.0004708436602862991,0.00021362351253730236,0.09923302619503827
quota,21,1297,siren,,1,385,105,70784,1444,322405,0.00022670250310081067,0.1542950315094681,0.0031454972305237482,0.7027864789395555,0.21511342754566204
quota,31,4609,yang_harmfulness,,1,386,17996,105,365359,8132,0.039226072531722,0.00022670250310081067,0.7964189723837114,0.017724212045314342,0.21339898986596215
quota,31,4710,wang_robust,,1,387,5929,13351,119,5925,0.01292204267674621,0.029100754003805986,0.00025722014774899675,0.01291332334970387,0.013798335044501266
quota,28,9806,zhao_topk,,1,388,11887,59826,398135,100,0.02590948030630996,0.13040843507698077,0.8678651381686362,0.00021580334429788708,0.2560997142240562
quota,10,1918,siren,,1,389,107,250249,456931,115327,0.0002310621666219801,0.5454985384228045,0.9960305263639753,0.2513912776211932,0.44828785114364866
quota,31,3568,yang_harmfulness,,1,390,17320,106,7995,3938,0.03775250626156673,0.0002288823348613954,0.017425575094114236,0.008581997641422034,0.0159972403329911
quota,28,545,wang_robust,siren,2,391,122,250668,120,108524,0.0002637596430307509,0.5464118879304896,0.00025939997950958146,0.23656188215393537,0.19587423242674132
quota,29,12988,zhao_topk,yang_harmfulness,2,392,17912,296,3465,101,0.03904296666383288,0.0006430503693724918,0.007550937218665463,0.0002179831760584718,0.011863734356982326
quota,9,6064,siren,,1,393,109,322848,2273,151127,0.00023542183014314954,0.7037521444094945,0.0049525777600484796,0.3294292546501261,0.25959234966245304
quota,31,11314,yang_harmfulness,,1,394,14261,107,402795,4410,0.03108440090593808,0.0002310621666219801,0.878023154172961,0.009610878232418022,0.22973737386948476
quota,29,8331,wang_robust,,1,395,818,6057,121,17684,0.0017809225483977147,0.013201061142101053,0.0002615798112701662,0.03854596502241957,0.013447382131047125
quota,30,11430,zhao_topk,,1,396,43087,965,265914,102,0.09392023123655316,0.0021013578172036683,0.5796456029523641,0.00022016300781905652,0.16897183875348498
quota,12,4498,siren,,1,397,110,177917,1172,6206,0.00023760166190373426,0.3878269475161907,0.002552582991644705,0.013525856074428176,0.10103574706104182
quota,31,3464,yang_harmfulness,,1,398,29496,108,240428,3016,0.06429413777844625,0.00023324199838256482,0.524090410702102,0.006572192758162925,0.14879749580927346
quota,12,5006,wang_robust,siren,2,399,158,9587,123,243832,0.00034223358641180074,0.020895867256965107,0.0002659394747913356,0.5315105580151324,0.13825364958332514
quota,31,1209,zhao_topk,yang_harmfulness;wang_robust,3,400,15843,257,129,103,0.0345328947511831,0.0005580369307096878,0.0002790184653548439,0.00022234283957964124,0.00889807324670682
quota,17,11378,siren,wang_robust,2,401,111,284728,359,208546,0.00023978149366431898,0.620656957696005,0.0007803797702893291,0.45459301451114004,0.26906753336777467
quota,31,11350,yang_harmfulness,,1,402,29068,109,331042,2039,0.063361169784916,0.00023542183014314954,0.7216136858557256,0.004442497128071656,0.1974131936497141
quota,0,6436,wang_robust,,1,403,960,405653,125,401872,0.0020904586584007444,0.884253113344712,0.00027029913831250505,0.8760111694579412,0.4406562601498416
quota,16,8099,zhao_topk,,1,404,15014,142721,1415,104,0.03272581422165837,0.311105588870651,0.0030822821094667915,0.00022452267134022595,0.0867845519682791
quota,26,14003,siren,wang_robust,2,405,112,15442,150,18973,0.0002419613254249037,0.03365878221518863,0.000324794932327123,0.04135576816181327,0.018895326658688483
quota,31,9587,yang_harmfulness,,1,406,5824,110,437242,8298,0.012693160341884814,0.00023760166190373426,0.9531118188298228,0.018086064117571406,0.24603216123779567
quota,31,7844,wang_robust,yang_harmfulness,2,407,13950,331,126,2780,0.030406473228396232,0.000719344480992957,0.00027247897007308977,0.006057752462664931,0.009364012285531803
quota,23,13591,zhao_topk,,1,408,11518,2092,457773,105,0.0251051223866542,0.004558028211382645,0.9978659447063876,0.00022670250310081067,0.25693894945188134
quota,2,10582,siren,,1,409,113,80068,450424,43079,0.00024414115718548844,0.17453258957473664,0.9818463610978505,0.09390279258246849,0.3126314711030603
quota,31,4046,yang_harmfulness,,1,410,8223,111,429193,1469,0.01792257673552755,0.00023978149366431898,0.9355663529888764,0.003199993024538366,0.23923217606065164
quota,4,2435,wang_robust,,1,411,945,152354,127,3203,0.002057761181991974,0.33210390822036356,0.0002746588018336745,0.006979821297392268,0.08535403737539538
quota,29,664,zhao_topk,,1,412,90668,741,144774,106,0.19763880623693464,0.0016130755028326913,0.3155807834751314,0.0002288823348613954,0.12876538688744002
quota,19,11694,siren,wang_robust,2,413,114,109830,246,48738,0.00024632098894607316,0.239408742433259,0.000534058781343256,0.1062384605156174,0.08660689567979143
quota,31,2012,yang_harmfulness,,1,414,2307,113,380102,2115,0.00502669203990836,0.00024414115718548844,0.8285562320300119,0.004608164341876094,0.20960880739224547
quota,30,11484,wang_robust,,1,415,2470,14941,128,1160,0.005382004616883669,0.03256668650313569,0.0002768386335942592,0.0025264250105176884,0.010187988691032828
quota,2,714,zhao_topk,,1,416,111149,235726,277678,107,0.24228394052547025,0.5138408417638327,0.6052891437838828,0.0002310621666219801,0.3404112470599519
quota,5,9391,siren,,1,417,115,127481,4399,96012,0.0002485008207066579,0.27788495283933984,0.00958690008305159,0.20928782716549937,0.12425204522714936
quota,31,9187,yang_harmfulness,,1,418,18513,115,366885,1213,0.0403530455519443,0.0002485008207066579,0.7997453956503637,0.0026419560938286783,0.21074722452921085
quota,2,7034,wang_robust,,1,419,1605,116409,130,51503,0.0034964501439778877,0.2537498555861459,0.00028119829711542864,0.11226569533363415,0.09244829984021832
quota,26,3426,zhao_topk,,1,420,153730,120287,350027,108,0.3351033567229281,0.2622032431536934,0.7629977918304265,0.00023324199838256482,0.34013440842635767
quota,18,11018,siren,wang_robust,2,421,116,185008,373,49647,0.0002506806524672426,0.40328413453049694,0.0008108974149375151,0.10821992758598892,0.12814141004597265
quota,30,5024,yang_harmfulness,,1,422,139276,116,3830,1734,0.30359606845543663,0.0002506806524672426,0.008346575811278886,0.0037776484410933166,0.07899274334006902
quota,30,12258,wang_robust,,1,423,15256,1164,131,479,0.033253333507719876,0.0025351443375600273,0.00028337812887601336,0.0010419595815594953,0.009278453888928853
quota,29,10666,zhao_topk,,1,424,23444,29080,7598,109,0.05110179596338755,0.06338732776604301,0.016560181885162104,0.00023542183014314954,0.032821181861183955
quota,3,3833,siren,,1,425,117,204545,457321,255291,0.0002528604842278273,0.4458715076370406,0.9968806607506032,0.5564892501596727,0.4998735697578861
quota,31,4622,yang_harmfulness,,1,426,68870,118,384717,10463,0.15012283351970895,0.00025504031598841203,0.8386161556051104,0.02280539987923732,0.25294985733001124
quota,31,9114,wang_robust,yang_harmfulness,2,427,12777,173,132,1394,0.027849530573230356,0.0003749310628205715,0.0002855579606365981,0.003036505642494512,0.007886631309795509
quota,30,936,zhao_topk,,1,428,17854,365916,360787,110,0.038916536421718974,0.7976331386743571,0.7864527815743181,0.00023760166190373426,0.4058100145830745
quota,0,6344,siren,wang_robust,2,429,118,394128,188,7154,0.00025504031598841203,0.8591305523039732,0.00040762853922934227,0.015592336583462488,0.21884638943566337
quota,31,1813,yang_harmfulness,,1,430,43344,119,385516,1750,0.09448044799902343,0.00025722014774899675,0.8403578411818176,0.003812525749262672,0.23472700876946317
quota,2,4639,wang_robust,,1,431,2287,84727,134,5973,0.004983095404696666,0.18468842574730082,0.0002899176241577675,0.013017955274211936,0.05074484851259179
quota,1,3174,zhao_topk,,1,432,87429,89735,1144,112,0.19057833116440073,0.1956050232043091,0.002491547702348333,0.0002419613254249037,0.09722921584912077
quota,27,3878,siren,wang_robust,2,433,119,297016,437,7581,0.00025722014774899675,0.64744273037007,0.000950406647614937,0.016523124745232164,0.16629337047766654
quota,31,12923,yang_harmfulness,zhao_topk,2,434,193219,120,269506,142,0.42118273311665805,0.00025939997950958146,0.5874755586363845,0.00030735627824244525,0.2523062620026986
quota,31,12145,wang_robust,,1,435,3380,719,135,2429,0.007365651519015763,0.0015651192040998275,0.00029209745591835223,0.005292631514699695,0.003628874923433409
quota,1,3400,zhao_topk,,1,436,55319,10726,2868,113,0.12058393333202544,0.0233786956322711,0.006249577657596386,0.00024414115718548844,0.03761408694476961
quota,23,8249,siren,,1,437,120,24305,1692,46192,0.00025939997950958146,0.05297863110925099,0.0036860955071487582,0.10068860885316872,0.039403183862269514
quota,31,374,yang_harmfulness,,1,438,19361,121,240591,2238,0.04220154288492014,0.0002615798112701662,0.5244457232790773,0.004876283648428014,0.1429462824059239
quota,1,9067,wang_robust,,1,439,1629,110206,136,4686,0.003548766106231921,0.24022835917523885,0.00029427728767893695,0.010212511798339404,0.06357097859187229
quota,3,3768,zhao_topk,,1,440,13349,192440,383113,114,0.029096394340284815,0.41948464417516257,0.8351197054611325,0.00024632098894607316,0.3209867662413815
quota,24,9483,siren,,1,441,121,248312,458575,182078,0.0002615798112701662,0.541276204302552,0.9996141697783765,0.3968972274719837,0.4845122953410456
quota,31,13030,yang_harmfulness,wang_robust,2,442,79015,122,312,1716,0.1722372267308409,0.0002637596430307509,0.0006779276775418473,0.0037384114694027915,0.04422933138020407
quota,0,11762,wang_robust,siren,2,443,215,450907,137,1163,0.00046648399676512965,0.9828992198382129,0.00029645711943952167,0.0025329645057994422,0.24654878136505423
quota,8,9373,zhao_topk,,1,444,167062,24309,231189,115,0.3641648737550436,0.05298735043629332,0.5039509450660598,0.0002485008207066579,0.23033791751952584
quota,22,8514,siren,,1,445,123,808,458694,33254,0.0002659394747913356,0.0017591242307918675,0.9998735697578861,0.07248594553472364,0.26859614474954824
quota,31,2266,yang_harmfulness,,1,446,8662,123,35373,43846,0.018879522878424242,0.0002659394747913356,0.07710500903540264,0.09557472354283697,0.0479562987328638
quota,31,8060,wang_robust,,1,447,9021,97276,138,4001,0.019662082480474158,0.21204313451087844,0.0002986369512001064,0.008719327042338873,0.0601807952462229
quota,13,12428,zhao_topk,,1,448,21185,11297,12167,116,0.04617755601622667,0.024623379567564975,0.02651983319927368,0.0002506806524672426,0.024392862358883136
quota,26,4999,siren,,1,449,125,126130,454632,109210,0.00027029913831250505,0.2749400001307899,0.9910190931463909,0.23805724674169648,0.37607165978929746
quota,31,5814,yang_harmfulness,,1,450,26371,125,4124,3555,0.057482163526619015,0.00027029913831250505,0.008987446348890793,0.007747122077118088,0.018621757772735097
quota,27,5147,wang_robust,zhao_topk,2,451,14494,708,139,173,0.03159230170615432,0.0015411410547333958,0.0003008167829606911,0.0003749310628205715,0.008452297651667244
quota,20,1404,zhao_topk,,1,452,25757,83577,395201,117,0.05614374682562,0.1821816192226284,0.8614695117830806,0.0002528604842278273,0.27501193457888923
quota,0,258,siren,,1,453,126,404573,456291,6173,0.00027247897007308977,0.8818988950432806,0.994635434037201,0.01345392162632888,0.4725651824192209
quota,31,12839,yang_harmfulness,,1,454,34829,127,362629,1744,0.07591918055764456,0.0002746588018336745,0.7904680316773152,0.0037994467586991636,0.21761532944887313
quota,1,10912,wang_robust,,1,455,1053,339277,142,11141,0.0022931830121351235,0.7395646004041408,0.00030735627824244525,0.02428332581291376,0.19161211637685804
quota,22,2940,zhao_topk,,1,456,2141,20197,450627,118,0.004664839967651296,0.044023882236768966,0.9822888669452492,0.00025504031598841203,0.2578081573664145
quota,5,51,siren,,1,457,127,214639,7387,40102,0.0002746588018336745,0.4678747294283827,0.016100237383678728,0.08741343343120778,0.1429157647612757
quota,31,2241,yang_harmfulness,,1,458,24735,128,1160,4429,0.05391595876630242,0.0002768386335942592,0.0025264250105176884,0.009652295035869132,0.016592879361570875
quota,30,11258,wang_robust,,1,459,10537,38250,143,5206,0.02296670742952059,0.08337638501060488,0.00030953611000302997,0.011346024313843458,0.02949966321599299
