rank,neuron_id,layer,neuron_idx,score,importance
449,433866,30,3786,0.05283917859196663,0.05283917859196663
450,445702,31,1286,0.05280434340238571,0.05280434340238571
451,454489,31,10073,0.052784767001867294,0.052784767001867294
452,446335,31,1919,0.052548013627529144,0.052548013627529144
453,435016,30,4936,0.052484359592199326,0.052484359592199326
454,445581,31,1165,0.052474260330200195,0.052474260330200195
455,437508,30,7428,0.05242188647389412,0.05242188647389412
456,438806,30,8726,0.05239826440811157,0.05239826440811157
457,439537,30,9457,0.05226826295256615,0.05226826295256615
458,447047,31,2631,0.052036650478839874,0.052036650478839874
459,419490,29,3746,0.05173170194029808,0.05173170194029808
460,453049,31,8633,0.051685724407434464,0.051685724407434464
461,433426,30,3346,0.05164281278848648,0.05164281278848648
462,453541,31,9125,0.05159865692257881,0.05159865692257881
463,420662,29,4918,0.051536835730075836,0.051536835730075836
464,323906,22,8514,0.051476746797561646,0.051476746797561646
465,447847,31,3431,0.051337312906980515,0.051337312906980515
466,456609,31,12193,0.05116909742355347,0.05116909742355347
467,454938,31,10522,0.051102038472890854,0.051102038472890854
468,450230,31,5814,0.051084280014038086,0.051084280014038086
469,437069,30,6989,0.05101265013217926,0.05101265013217926
470,456572,31,12156,0.05097220465540886,0.05097220465540886
471,434115,30,4035,0.0509098619222641,0.0509098619222641
472,431251,30,1171,0.05084788799285889,0.05084788799285889
473,451845,31,7429,0.05080430209636688,0.05080430209636688
474,452200,31,7784,0.050792135298252106,0.050792135298252106
475,430639,30,559,0.050753165036439896,0.050753165036439896
476,450220,31,5804,0.05070611461997032,0.05070611461997032
477,446531,31,2115,0.05070006474852562,0.05070006474852562
478,439218,30,9138,0.050697628408670425,0.050697628408670425
479,439317,30,9237,0.05058979615569115,0.05058979615569115
480,453917,31,9501,0.050343673676252365,0.050343673676252365
481,457000,31,12584,0.050220053642988205,0.050220053642988205
482,436844,30,6764,0.05020613595843315,0.05020613595843315
483,446682,31,2266,0.05018376186490059,0.05018376186490059
484,445655,31,1239,0.05014558881521225,0.05014558881521225
485,446214,31,1798,0.050103481858968735,0.050103481858968735
486,445652,31,1236,0.05007642135024071,0.05007642135024071
487,432049,30,1969,0.050071731209754944,0.050071731209754944
488,446001,31,1585,0.04987258464097977,0.04987258464097977
489,444295,30,14215,0.0497862808406353,0.0497862808406353
490,447291,31,2875,0.049537088721990585,0.049537088721990585
491,447364,31,2948,0.04949876666069031,0.04949876666069031
492,453688,31,9272,0.049425650388002396,0.049425650388002396
493,432483,30,2403,0.04933418706059456,0.04933418706059456
