layer,neuron_index,rank_siren,percentile_siren,rank_yang_harmfulness,percentile_yang_harmfulness,consensus_score,n_methods_at_N,methods_that_selected_it_at_N
10,3534,444,0.0009656654699390301,430165,0.9376851494601647,0.46932540746505186,1,siren
0,5471,381,0.0008283360690221928,431748,0.9411358231371703,0.47098207960309624,1,siren
2,9841,384,0.000834875564303947,431905,0.9414780567235821,0.471156466143943,1,siren
3,12499,46,9.809242922631231e-05,432728,0.9432720582625433,0.47168507534588483,1,siren
31,11914,433657,0.9452971219681265,139,0.0003008167829606911,0.4727989693755436,1,yang_harmfulness
0,10953,41,8.719327042338872e-05,434173,0.9464219151565882,0.4732545542135058,1,siren
0,3400,80,0.00017220670908619273,434207,0.9464960294364481,0.47333411807276715,1,siren
0,13838,189,0.000409808370989927,435621,0.9495783115459149,0.4749940599584524,1,siren
31,2631,435701,0.9497526980867617,318,0.0006910066681053556,0.47522185237743353,1,yang_harmfulness
26,4254,182,0.00039454954866583396,440574,0.960375018256091,0.4803847839023784,1,siren
31,13179,440781,0.960826243430532,321,0.0006975461633871098,0.4807618947969596,1,yang_harmfulness
5,959,433,0.0009416873205725982,440832,0.9609374148503218,0.4809395510854472,1,siren
0,10905,317,0.0006888268363447709,443170,0.9660338615065689,0.4833613441714568,1,siren
26,5956,222,0.0004817428190892227,450405,0.9818049442943994,0.49114334355674427,1,siren
0,11762,215,0.00046648399676512965,450907,0.9828992198382129,0.491682851917489,1,siren
0,4699,139,0.0003008167829606911,451495,0.9841809609134367,0.49224088884819867,1,siren
0,10621,131,0.00028337812887601336,452282,0.9858964885090169,0.49308993331894646,1,siren
8,7130,232,0.0005035411366950699,453849,0.9893122848778532,0.4949079130072741,1,siren
3,7311,448,0.0009743847969813689,454200,0.9900774058258184,0.4955258953113999,1,siren
23,4869,417,0.0009068100124032427,454518,0.9907705923256843,0.49583870116904377,1,siren
31,3104,456761,0.9956599549646759,197,0.00042724702507460473,0.4980436009948752,1,yang_harmfulness
31,8771,456759,0.9956555953011547,270,0.0005863747435972892,0.49812098502237595,1,yang_harmfulness
